Comune,Popolazione_totale,SI_mean_km,SP_mean_km,SS_mean_km,SI_mean_min,SP_mean_min,SS_mean_min,SI_St.Dv_km,SP_St.Dv_km,SS_St.Dv_km,SI_St.Dv_min,SP_St.Dv_min,SS_St.Dv_min
AFFILE,1325.0,0.16003849056603772,0.4693411320754717,0.4693411320754717,2.176352201257861,6.2977106918239,6.2977106918239,1.3732013690642753,1.3498668452851192,1.3498668452851192,23.74700273484822,23.346308892175845,23.346308892175845
AGOSTA,1588.0,1.3616933249370278,1.3616933249370278,1.342509445843829,9.573698572628043,9.573698572628043,9.320633921074727,1.5844434091082795,1.5844434091082795,1.5818953557889557,6.31880460741323,6.31880460741323,6.276593423187453
ALBANO LAZIALE,38363.0,5.140958423480959,5.145396355863723,4.804401089591534,30.8080835990697,31.050685730174035,29.161174250652394,1.655885323434289,1.9472753000759069,2.127599748654852,12.702745432084582,13.06323785794829,14.216729915904137
ALLUMIERE,3642.0,0.9099901153212521,1.0887767710049423,0.8226474464579903,9.501029654036245,12.766858868753431,9.3695908841296,1.6687720036002522,1.7755451275594205,2.291025971044414,5.008673033404712,5.703994701571481,14.224631414869384
ANGUILLARA SABAZIA,17530.0,4.164190777714393,4.150242080243393,4.160092527096405,39.31278570070356,38.93765861697406,38.87192907396844,11.059406907034097,10.983421116308971,11.292033528916827,39.48344452672189,39.396978034193324,45.09465129876908
ANTICOLI CORRADO,794.0,4.955,0.38000000000000006,0.38000000000000006,73.56666666666666,5.6,5.6,,,,,,
ARCINAZZO ROMANO,1179.0,4.336985581000849,4.454879558948261,2.2460992366412214,28.661832061068697,12.933898784280462,7.3881538026576195,5.283501869025883,0.07672108575874059,5.173900317941968,9.43987552884041,1.6322381532389512,6.446456821817357
ARICCIA,17837.0,2.743602713460784,2.7218022537422213,2.0633127207490047,32.71507148063015,32.311738147296815,33.88923492366055,0.12388510806388299,0.123743686707646,0.21142492757477782,3.6109586292593043,3.6109586292593043,3.3116167585569976
ARSOLI,1260.0,0.4309999999999999,0.158,0.025,6.35,3.0,0.45,,,,,,
ARTENA,12903.0,3.9482228473998293,2.9627147562582343,1.7608236844144771,25.80989304812834,17.399236288718384,12.166853961610995,1.1536935936374095,1.143353272724576,1.9347711234148601,4.209293949768247,9.041015433536458,12.32914005291709
BELLEGRA,2058.0,0.5184154518950438,0.5184154518950438,0.981030612244898,5.651854551344347,5.651854551344347,11.510673793326855,1.759477763428683,1.759477763428683,1.7246991041918007,19.333052560221738,19.333052560221738,17.22944561778748
BRACCIANO,16521.0,1.6667103080927306,1.6256810120452756,1.2305950003026451,18.8347056608088,19.884687670237877,12.45142142323911,1.728680864734369,1.7499703560981317,1.6905338275888544,9.715252263488061,9.290873201463844,11.912742943774303
CAMERATA NUOVA,382.0,41.004,0.128,41.004,124.43333333333334,1.666666666666667,124.43333333333334,,,,,,
CAMPAGNANO DI ROMA,8623.0,1.5734719935057404,1.555289806331903,1.4245375159457265,21.176150991534268,20.909484324867602,19.6754107232595,1.5547413504074132,1.554269898269495,1.4166303916924368,22.77018996244708,22.770189962447084,22.011555782428534
CANALE MONTERANO,3134.0,1.0828203573707722,1.2274735162731336,0.9930985960433949,14.484327802595194,13.812539885130823,13.020405232929162,1.2115676827977875,1.021665307231287,1.3669407448752122,15.736916964753787,14.579211322214165,17.879807045938723
CANTERANO,317.0,11.465,0.047,11.442,43.68333333333333,0.9666666666666669,43.36666666666667,,,,,,
CAPENA,9992.0,2.6354633206565254,5.765967674139311,1.8445670536429144,17.909371663997863,23.11789514945289,15.76683513477449,0.9641700600837516,1.767724182590227,2.4845051150413573,15.403498022291924,14.64791290639139,18.403559582075562
CAPRANICA PRENESTINA,272.0,10.594922794117647,76.38687168141594,73.42287168141593,25.713909313725487,182.7999262536873,177.466592920354,5.320100656942499,0.38678740930903943,0.38678740930903943,9.175455382785179,6.375746143698733,6.3757461436986524
CARPINETO ROMANO,3866.0,0.786,0.525,0.025,6.283333333333333,8.55,0.3666666666666666,,,,,,
CASAPE,622.0,3.3039999999999994,0.302,3.271,52.783333333333324,6.766666666666667,46.9,,,,,,
CASTEL GANDOLFO,8424.0,1.840571225071225,4.5124650997151,3.620481481481481,25.75102880658436,26.212143874643875,27.77507122507122,1.3109359252076356,0.5299826255013781,2.7686039803482188,16.988086784349573,4.718646522044218,20.48470974491299
CASTEL MADAMA,6135.0,0.7805786471067645,0.8253033414832925,0.6047571312143439,8.021587430951737,8.975457756044554,5.491496875848955,1.9156548711041834,2.0654561158898215,1.9926309660011476,8.057701949041581,11.123565658679906,7.662721207005792
CASTEL SAN PIETRO ROMANO,753.0,0.6362855245683932,0.6362855245683932,5.3160717131474104,11.569588313413014,11.569588313413014,17.266666666666666,1.1987251561554884,1.1987251561554884,2.695163244901256,24.00632054118094,24.00632054118094,4.944776050053751
